building,scenario_num,loc,clim_zone,build_orient,build_type,tot_floor_area,num_floor,fac_glaz_uval,fac_glaz_shgc,wall_type,wall_uval,floor_finish,floor_uval,roof_type,roof_uval,infilt_type,infilt_ach,epd,lpd,hvac_type,pv_pe,pv_po,pv_pt,pv_pa,res_hedc,res_cedc,res_eui,comment
2,21,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,617.6,837.4,105,Low EPD
2,22,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,617.6,974.4,127,High EPD
2,23,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,617.6,866.4,110,Low LPD
2,24,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,617.6,945.4,123,High LPD
2,25,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,529.5,1140.2,109,VRF Fan Coils
2,26,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,617.1,904.1,19,PV efficiency 15%
2,27,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,617.1,904.1,-14,PV efficiency 20%
2,28,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,616.7,903.3,26,PV Panel orientation 135
2,29,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,617.4,905.1,57,PV Panel orientation -45
2,30,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,617.1,904.0,19,PV Panel Tilt 30
2,31,0,4A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,617.6,905.9,33,PV Panel Tilt 0
2,0,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.0,713.5,139,
2,1,0,5A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.1,700.3,138,
2,2,0,5A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,519.7,773.9,139,
2,3,0,5A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.1,798.4,140,
2,4,0,5A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.0,727.8,139,
2,5,0,5A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.1,701.6,137,
2,6,0,5A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,519.7,775.7,139,
2,7,0,5A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.1,800.4,140,
2,8,0,5A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,520.1,800.4,140,
2,9,0,5A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,611.2,798.0,161,Single-plan Glass
2,10,0,5A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,437.1,619.0,124,Triple-pane insulated glass
2,11,0,5A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,458.0,568.2,131,Low-E (Low-Emissivity) coated glass
2,12,0,5A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,477.3,690.0,130,Argon-filled insulated glass
2,13,0,5A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,408.5,586.7,120,Vacuum Insulated Glass
2,14,0,5A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,568.7,724.2,148,Brick Plaster
2,15,0,5A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,534.9,717.5,142,Concrete Block
2,16,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,550.7,746.4,153,Carpet
2,17,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,549.2,784.0,155,Hardwood
2,18,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,668.4,760.9,171,Metal Deck
2,19,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,503.5,712.1,131,Airtight 0.25
2,20,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,553.1,716.4,156,Average 1.0
2,21,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,520.0,644.7,131,Low EPD
2,22,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,520.0,781.9,147,High EPD
2,23,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,520.0,673.9,134,Low LPD
2,24,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,520.0,752.8,144,High LPD
2,25,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,442.2,915.7,112,VRF Fan Coils
2,26,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,519.3,711.5,70,PV efficiency 15%
2,27,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,519.3,711.5,47,PV efficiency 20%
2,28,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,518.9,710.6,75,PV Panel orientation 135
2,29,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,519.8,712.7,96,PV Panel orientation -45
2,30,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,519.4,711.4,70,PV Panel Tilt 30
2,31,0,5A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,520.0,713.5,79,PV Panel Tilt 0
2,0,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,676.0,157,
2,1,0,6A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,673.6,156,
2,2,0,6A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,731.1,157,
2,3,0,6A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,738.6,158,
2,4,0,6A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,676.8,157,
2,5,0,6A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,674.8,156,
2,6,0,6A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,732.8,157,
2,7,0,6A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,740.5,158,
2,8,0,6A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,740.5,158,
2,9,0,6A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,753.5,757.2,186,Single-plan Glass
2,10,0,6A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,535.7,573.0,137,Triple-pane insulated glass
2,11,0,6A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,561.3,514.3,144,Low-E (Low-Emissivity) coated glass
2,12,0,6A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,585.1,651.2,145,Argon-filled insulated glass
2,13,0,6A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,500.9,540.3,132,Vacuum Insulated Glass
2,14,0,6A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,698.3,682.5,169,Brick Plaster
2,15,0,6A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,656.5,679.5,160,Concrete Block
2,16,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,673.2,756.3,173,Carpet
2,17,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,671.3,705.6,175,Hardwood
2,18,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,817.0,711.9,195,Metal Deck
2,19,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,610.8,675.6,148,Airtight 0.25
2,20,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,693.3,676.4,174,Average 1.0
2,21,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,606.8,150,Low EPD
2,22,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,638.3,744.7,164,High EPD
2,23,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,638.3,636.7,152,Low LPD
2,24,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,638.3,715.1,161,High LPD
2,25,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,546.5,812.5,122,VRF Fan Coils
2,26,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,637.6,673.8,93,PV efficiency 15%
2,27,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,637.6,673.8,71,PV efficiency 20%
2,28,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,637.2,673.0,98,PV Panel orientation 135
2,29,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,638.1,675.1,120,PV Panel orientation -45
2,30,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,637.7,673.8,93,PV Panel Tilt 30
2,31,0,6A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,638.3,676.0,104,PV Panel Tilt 0
2,0,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,780.6,855.4,227,
2,1,0,7,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.0,868.4,227,
2,2,0,7,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.4,862.9,227,
2,3,0,7,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.0,819.7,227,
2,4,0,7,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,780.6,848.2,227,
2,5,0,7,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.0,870.0,227,
2,6,0,7,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.4,864.8,227,
2,7,0,7,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.0,821.2,227,
2,8,0,7,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,778.0,821.2,227,
2,9,0,7,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,928.9,934.7,264,Single-plan Glass
2,10,0,7,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,658.8,750.1,198,Triple-pane insulated glass
2,11,0,7,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,688.2,689.9,208,Low-E (Low-Emissivity) coated glass
2,12,0,7,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,716.2,830.0,211,Argon-filled insulated glass
2,13,0,7,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,619.8,711.2,189,Vacuum Insulated Glass
2,14,0,7,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,850.1,862.6,245,Brick Plaster
2,15,0,7,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,801.5,858.5,232,Concrete Block
2,16,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,829.3,892.1,250,Carpet
2,17,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,826.6,949.9,250,Hardwood
2,18,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,982.6,870.2,279,Metal Deck
2,19,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,714.2,849.5,204,Airtight 0.25
2,20,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,913.6,867.1,273,Average 1.0
2,21,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,779.9,786.1,224,Low EPD
2,22,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,780.6,924.6,231,High EPD
2,23,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,780.1,815.8,225,Low LPD
2,24,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,780.6,894.8,229,High LPD
2,25,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,664.0,996.3,156,VRF Fan Coils
2,26,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,5000,780.2,853.4,209,PV efficiency 15%
2,27,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,20,180,35,5000,780.2,853.4,203,PV efficiency 20%
2,28,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,135,35,5000,779.9,851.6,209,PV Panel orientation 135
2,29,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,-45,35,5000,780.5,854.6,211,PV Panel orientation -45
2,30,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,30,5000,780.2,853.3,208,PV Panel Tilt 30
2,31,0,7,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,0,5000,780.6,855.4,208,PV Panel Tilt 0
3,0,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1041.6,126,
3,1,0,0A,0,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1045.7,125,
3,2,0,0A,45,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1044.8,127,
3,3,0,0A,90,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1047.7,125,
3,4,0,0A,135,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1038.5,127,
3,5,0,0A,180,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1044.5,125,
3,6,0,0A,225,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1043.8,127,
3,7,0,0A,270,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1048.7,125,
3,8,0,0A,315,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1048.7,125,
3,9,0,0A,140,0,13963,5,6,0.86,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1139.5,132,Single-plan Glass
3,10,0,0A,140,0,13963,5,1.2,0.5,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,934.3,120,Triple-pane insulated glass
3,11,0,0A,140,0,13963,5,1.6,0.35,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,887.4,117,Low-E (Low-Emissivity) coated glass
3,12,0,0A,140,0,13963,5,2,0.65,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1010.2,125,Argon-filled insulated glass
3,13,0,0A,140,0,13963,5,0.7,0.4,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,897.3,118,Vacuum Insulated Glass
3,14,0,0A,140,0,13963,5,3,0.7,Brick Plaster,2.62,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1056.4,127,Brick Plaster
3,15,0,0A,140,0,13963,5,3,0.7,Concrete Block,1.8,Tiles,0.8,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1046.7,127,Concrete Block
3,16,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Carpet,2.5,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1116.4,130,Carpet
3,17,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Hardwood,2.1,Concrete,0.9,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1159.1,131,Hardwood
3,18,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Metal Deck,5,0,0.5,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1106.5,130,Metal Deck
3,19,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.25,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1032.8,125,Airtight 0.25
3,20,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,1,15,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1059.1,130,Average 1.0
3,21,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,10,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,964.8,111,Low EPD
3,22,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,20,9,Fan Coil Units and Central Plant,15,180,35,0,0.0,1118.4,142,High EPD
3,23,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,6,Fan Coil Units and Central Plant,15,180,35,0,0.0,997.4,117,Low LPD
3,24,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,12,Fan Coil Units and Central Plant,15,180,35,0,0.0,1085.8,136,High LPD
3,25,0,0A,140,0,13963,5,3,0.7,Precast Concrete,1.5,Tiles,0.8,Concrete,0.9,0,0.5,15,9,VRF Fan Coils,15,180,35,0,10.4,1369.2,150,VRF Fan Coils
